P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
"HD 564 b","3.0000000","104.88324","-9.5348401","9.5348401","","","","2014","2015-01-08","492.30000","-2.3000000","2.3000000","1.2000000","-0.020000000","0.020000000","0.096000000","-0.067000000","0.067000000","","","","314.00000","-31.000000","31.000000","2455433.0","-9.0000000","9.0000000","22.400000","","","","","","","","Radial Velocity","","","","","HD 564","2.4700910","-50.267822","8.2900000","53.600000","","","-0.20000000","-0.050000000","0.050000000","0.96000000","-0.050000000","0.050000000","1.0100000","-0.050000000","0.050000000","G2/G3 V","5.5000000","-3.1000000","3.1000000","5902.0000","-61.000000","61.000000","","","4.5300000","HD 564, HIP 801","","","","","0.051873613","1.2055296","1.0848000","1.3152000","1.2013866","0.77370647","0.64112781","0.94238608","238.52592","227.97177","251.01642","Jovian","1.0100000","G","0.16467274","00 09 52.8219","-50 16 04.1592","1.1089915","0.78439921","1.8421850","0.99353543","1.7465589","1.0504925","1.7465589","0.95904922","1.7465589","2.8433340","2.4764296","0.46885912","1","1","Warm","0","0.39076355","Phoenix","Phe","Phoenix","12.521925","104.88324","1.2000000"
"HD 5891 b","3.0000000","2425.0277","-454.49404","454.49404","","","","2011","2018-09-06","177.11000","-0.32000000","0.32000000","0.64000000","-0.040000000","0.040000000","0.070000000","-0.020000000","0.020000000","","","","","","","","","","2.2400000","","","","","","","","Radial Velocity","","","","","HD 5891","15.138300","20.292484","8.2500000","285.75000","-4.9000000","4.9000000","-0.37000000","","","1.9300000","-0.54000000","0.54000000","10.640000","-0.99000000","0.99000000","G5","","","","4673.0000","-123.00000","123.00000","","","2.6700000","HD 5891, HIP 4715","","","","","0.064244299","0.64156800","0.59520000","0.68480000","0.64039264","118.37547","103.14009","136.53034","839.57695","811.89860","870.86774","Jovian","10.640000","G","1.0092201","01 00 33.1922","+20 17 32.9424","48.367654","5.5258534","13.545522","6.9993432","12.842349","7.4101016","12.842349","6.7571512","12.842349","18.777652","0.37839237","0.57438563","0","0","Hot","0","0.079651876","Pisces","Psc","Fishes","12.589153","2425.0277","0.64000000"
"HD 59686 A b","3.0000000","2199.3698","-76.278721","57.209041","","","","2016","2016-08-12","299.36000","-0.31000000","0.26000000","1.0860000","-0.00070000000","0.00060000000","0.050000000","-0.020000000","0.030000000","","","","121.00000","-24.000000","28.000000","","","","11.200000","","","","","","","","Radial Velocity","","","","","HD 59686 A","112.95165","17.086046","5.4420000","96.800000","-2.6000000","2.7000000","0.15000000","-0.10000000","0.10000000","1.9000000","-0.20000000","0.20000000","13.200000","-0.30000000","0.30000000","K2 III","1.7300000","-0.47000000","0.47000000","4658.0000","-24.000000","24.000000","","","2.4900000","HD 59686, HIP 36616","","","","","0.10835614","1.0873575","1.0317000","1.1403000","1.0863398","62.390482","56.519225","69.044261","715.68296","698.54431","734.39009","Jovian","13.200000","K","7.5301106","07 31 48.3981","+17 05 09.7656","73.491049","6.8154658","16.717890","8.6328371","15.850032","9.1396220","15.850032","8.3341220","15.850032","23.146269","0.36684508","0.48545658","0","0","Hot","0","0.087256664","Gemini","Gem","Twins","12.643373","2199.3698","1.0860000"
"HD 60532 b","3.0000000","336.89768","-25.426240","25.426240","","","","2008","2016-09-08","201.90000","-0.30000000","0.30000000","0.77000000","-0.020000000","0.020000000","0.26000000","-0.020000000","0.020000000","","","","-3.7000000","-5.7000000","5.7000000","2454594.7","-2.8000000","2.8000000","29.600000","","","","","","","","Radial Velocity","","","","","HD 60532","113.51325","-22.296066","4.4400000","25.990000","-0.16000000","0.16000000","-0.26000000","","","1.5000000","-0.090000000","0.090000000","2.5700000","-0.12000000","0.12000000","F6 IV","2.8000000","-0.60000000","0.10000000","6245.0000","-80.000000","80.000000","","","3.8000000","HD 60532, HIP 36795","","","","","0.034645213","0.79602600","0.56980000","0.97020000","0.77665568","15.721793","9.5622947","27.722971","500.72793","448.00766","584.59467","Jovian","2.5700000","F","7.5675505","07 34 03.1819","-22 17 45.8376","9.0008736","2.1884787","5.1017933","2.7719436","4.8369650","2.9300359","4.8369650","2.6755824","4.8369650","8.1003933","5.1802548","0.48616266","0","0","Hot","0","0.12764710","Puppis","Pup","Stern","13.731379","336.89768","0.77000000"
"HD 60532 c","3.0000000","797.74829","-50.852480","50.852480","","","","2008","2016-09-08","600.10000","-2.4000000","2.4000000","1.6000000","-0.040000000","0.040000000","0.030000000","-0.020000000","0.020000000","","","","179.80000","-58.700000","58.700000","2454973.0","-100.10000","100.10000","61.600000","","","","","","","","Radial Velocity","","","","","HD 60532","113.51325","-22.296066","4.4400000","25.990000","-0.16000000","0.16000000","-0.26000000","","","1.5000000","-0.090000000","0.090000000","2.5700000","-0.12000000","0.12000000","F6 IV","2.8000000","-0.60000000","0.10000000","6245.0000","-80.000000","80.000000","","","3.8000000","HD 60532, HIP 36795","","","","","0.12577716","1.6007200","1.5520000","1.6480000","1.6001802","3.5175495","3.3141354","3.7368118","348.84430","343.74586","354.21767","Jovian","2.5700000","F","7.5675505","07 34 03.1819","-22 17 45.8376","9.0008736","2.1884787","5.1017933","2.7719436","4.8369650","2.9300359","4.8369650","2.6755824","4.8369650","8.1003933","5.1802548","0.48616266","0","0","Hot","0","0.27575682","Puppis","Pup","Stern","13.220320","797.74829","1.6000000"
"HD 62509 b","3.0000000","731.00441","-143.02260","143.02260","","","","2006","2015-03-26","589.64000","-0.81000000","0.81000000","1.6400000","-0.27000000","0.27000000","0.020000000","-0.030000000","0.030000000","","","","354.58000","-95.650000","95.650000","2447739.0","-4.5000000","4.5000000","159.00000","","","","","","","","Radial Velocity","","","","","HD 62509","116.32896","28.026199","1.1400000","10.340000","-0.090000000","0.090000000","0.070000000","-0.050000000","0.050000000","2.1000000","-0.080000000","0.080000000","8.3100000","-0.090000000","0.090000000","K0 III","0.98000000","-0.13000000","0.13000000","4946.0000","-18.000000","18.000000","","","3.0700000","HD 62509, HIP 37826","","","","","0.11308943","1.6403280","1.6072000","1.6728000","1.6400820","13.769124","13.231805","14.333997","490.72582","485.90312","495.72033","Jovian","8.3100000","K","7.7552642","07 45 18.9511","+28 01 34.3164","37.026029","4.7782371","11.577711","6.0523484","10.976706","6.4054812","10.976706","5.8428911","10.976706","16.429235","0.62209003","0.45656465","0","0","Hot","0","0.13777659","Gemini","Gem","Twins","13.271242","731.00441","1.6400000"
"HD 63454 b","3.0000000","79.457001","-3.1782800","3.1782800","","","","2005","2018-09-06","2.8180500","-7.1000000e-05","7.1000000e-05","0.040000000","0.0000000","0.0000000","0.0000000","","","","","","","","","","","","1.0600000","","","","","","","","Radial Velocity","","","","","HD 63454","114.84105","-78.278969","9.3700000","37.730000","-0.030000000","0.030000000","0.10000000","","","0.42000000","-0.030000000","0.030000000","0.77000000","-0.010000000","0.010000000","K4 V","","","","4812.0000","-28.000000","28.000000","","","4.2800000","HD 63454, HIP 37284","","","","","0.0022968863","0.040000000","0.040000000","0.040000000","0.040000001","178.01336","178.01336","178.01336","930.58930","930.58930","930.58930","Jovian","0.77000000","K","7.6560703","07 39 21.8532","-78 16 44.2884","0.28482137","0.42160908","1.0272672","0.53403178","0.97394061","0.56527840","0.97394061","0.51555256","0.97394061","1.4409538","0.28899041","0.34548900","0","0","Hot","0","0.088000247","Chamaeleon","Cha","Chameleon","10.632932","79.457001","0.040000000"
"HD 63765 b","3.0000000","168.44884","-9.5348401","9.5348401","","","","2009","2018-09-06","358.00000","-1.0000000","1.0000000","0.94000000","-0.020000000","0.020000000","0.24000000","-0.040000000","0.040000000","","","","","","","","","","28.900000","","","","","","","","Radial Velocity","","","","","HD 63765","116.95716","-54.264145","8.1000000","32.570000","-0.030000000","0.030000000","-0.16000000","","","0.65000000","-0.010000000","0.010000000","0.83000000","-0.010000000","0.010000000","G9 V","","","","5449.0000","-11.000000","11.000000","","","4.4100000","HD 63765, HIP 38041","","","","","0.045559422","0.96707200","0.71440000","1.1656000","0.94689952","0.63436427","0.40050965","1.0661767","224.86454","202.67405","258.88221","Jovian","0.83000000","G","7.7971445","07 47 49.7201","-54 15 50.9220","0.54414177","0.56434680","1.3425207","0.71482140","1.2728314","0.75611926","1.2728314","0.69005337","1.2728314","1.9916811","0.99857784","0.39962769","1","1","Warm","0","0.36614253","Carina","Car","Keel","14.156616","168.44884","0.94000000"
"HD 64114 b","3.0000000","17.798368","-3.4992863","3.4992863","","","","2019","2019-05-23","45.791000","-0.070000000","0.070000000","0.24600000","-0.0050000000","0.0050000000","0.12000000","-0.080000000","0.080000000","","","","215.30000","-85.530000","85.530000","","","","7.8000000","","","","","","","","Radial Velocity","","","","","HD 64114","117.98286","-11.032976","7.7180000","31.550000","","","","","","0.95000000","-0.050000000","0.050000000","","","","G7 V","","","","5676.0000","-87.000000","32.000000","","","","HD 64114, HIP 38392","","","","","0.0057511563","0.24777120","0.21648000","0.27552000","0.24644492","","","","","","","Neptunian","","G","7.8655247","07 51 55.8888","-11 01 58.7136","","","","","","","","","","","1.6737379","0.45351570","0","0","","0","","Monoceros","Mon","Unicorn","4.4050326","17.798368","0.24600000"
"HD 6434 b","3.0000000","155.73572","-12.713120","12.713120","","","","2003","2018-09-06","21.998000","-0.0090000000","0.0090000000","0.14000000","0.0000000","0.0000000","0.17000000","-0.030000000","0.030000000","","","","","","","","","","3.3000000","","","","","","","","Radial Velocity","","","","","HD 6434","16.167295","-39.488216","7.7100000","42.410000","-0.080000000","0.080000000","-0.55000000","","","1.1000000","-0.13000000","0.13000000","1.1200000","-0.010000000","0.010000000","G2/3 V","","","","5769.0000","-14.000000","14.000000","","","4.3800000","HD 6434, HIP 5054","","","","","0.0060579151","0.14202300","0.11620000","0.16380000","0.14051063","64.452356","46.397978","92.196533","717.91336","664.92042","789.44805","Jovian","1.1200000","G","1.0778197","01 04 40.1510","-39 29 17.5776","1.2448782","0.83777816","1.9742528","1.0611501","1.8717711","1.1221149","1.8717711","1.0243377","1.8717711","3.0125010","2.0620512","0.47622847","0","0","Hot","0","0.079657814","Phoenix","Phe","Phoenix","14.205580","155.73572","0.14000000"
"HD 65216 b","3.0000000","411.58726","-19.705336","19.705336","","","","2003","2019-03-14","577.60000","-1.3280000","1.3280000","1.3010000","-0.020000000","0.020000000","0.27000000","-0.020000000","0.020000000","","","","212.00000","-3.0000000","3.0000000","","","","37.000000","","","","","","","","Radial Velocity","","","","","HD 65216","118.42217","-63.647324","7.9640000","35.160000","-0.040000000","0.040000000","","","","0.87000000","","","","","","G5 V","","","","5612.0000","","","","","4.4400000","HD 65216, HIP 38558","","","","","0.074022927","1.3484215","0.94973000","1.6522700","1.3131492","0.47115137","0.28126540","0.85129098","208.11696","185.53420","244.71716","Jovian","0.92952168","G","7.8948119","07 53 41.3230","-63 38 50.3664","0.76785346","0.66413047","1.5719635","0.84120734","1.4903641","0.88966539","1.4903641","0.81204311","1.4903641","2.3659357","1.4561332","0.44041038","1","1","Warm","0","0.33886654","Carina","Car","Keel","13.610928","411.58726","1.3010000"
"HD 65216 c","3.0000000","645.19085","-34.961080","34.961080","","","","2013","2019-03-14","5370.0000","-20.000000","20.000000","5.7500000","-0.090000000","0.090000000","0.17000000","-0.040000000","0.040000000","","","","123.00000","-10.000000","10.000000","","","","164.00000","","","","","","","","Radial Velocity","","","","","HD 65216","118.42217","-63.647324","7.9640000","35.160000","-0.040000000","0.040000000","","","","0.87000000","","","","","","G5 V","","","","5612.0000","","","","","4.4400000","HD 65216, HIP 38558","","","","","0.43210318","5.8330875","4.7725000","6.7275000","5.7709724","0.023567346","0.016965667","0.033712152","99.275025","91.947017","109.16704","Jovian","0.92952168","G","7.8948119","07 53 41.3230","-63 38 50.3664","0.76785346","0.66413047","1.5719635","0.84120734","1.4903641","0.88966539","1.4903641","0.81204311","1.4903641","2.3659357","1.4561332","0.44041038","0","0","Cold","0","0.091537987","Carina","Car","Keel","13.344360","645.19085","5.7500000"
"HD 66141 b","3.0000000","1906.9680","-95.348401","95.348401","","","","2012","2014-05-14","480.50000","-0.50000000","0.50000000","1.2000000","-0.10000000","0.10000000","0.070000000","-0.030000000","0.030000000","","","","22.100000","-3.5000000","3.5000000","2451320.8","-4.8000000","4.8000000","17.600000","","","","","","","","Radial Velocity","","","","","HD 66141","120.56641","2.3345710","4.3800000","68.160000","-2.0900000","2.0900000","-0.32300000","-0.034000000","0.034000000","1.1000000","-0.10000000","0.10000000","21.400000","-0.60000000","0.60000000","K2 III","6.8400000","-1.3900000","1.3900000","4323.0000","-15.000000","15.000000","","","1.7800000","HD 66141, HIP 39311","","","","","0.13410130","1.2029400","1.1160000","1.2840000","1.2007362","99.761112","86.921475","115.06116","804.42470","777.90521","834.40538","Jovian","21.400000","K","8.0377608","08 02 15.9389","+02 20 04.4556","143.30361","9.6283553","23.987482","12.195820","22.742182","12.917037","22.742182","11.773654","22.742182","32.321562","0.17195424","0.50878201","0","0","Hot","0","0.080637543","Canis Minor","CMi","Little Dog","12.722982","1906.9680","1.2000000"
"HD 66428 b","3.0000000","839.06593","-63.565601","63.565601","","","","2005","2018-09-06","1973.0000","-31.000000","31.000000","3.1400000","-0.070000000","0.070000000","0.47000000","-0.030000000","0.030000000","","","","","","","","","","58.800000","","","","","","","","Radial Velocity","","","","","HD 66428","120.86944","-1.1627090","8.2580000","53.360000","-0.22000000","0.22000000","0.27000000","","","1.0000000","-0.070000000","0.070000000","1.1300000","-0.020000000","0.020000000","G8 IV (+ G)","","","","5716.0000","-20.000000","20.000000","","","4.3300000","HD 66428, HIP 39417","","","","","0.15700835","3.4868130","1.6642000","4.6158000","3.2337365","0.14033258","0.057321883","0.44096425","148.93481","124.65940","207.60880","Jovian","1.1300000","G","8.0579630","08 03 28.6666","-01 09 45.7524","1.2212777","0.83243519","1.9644904","1.0543841","1.8625154","1.1150140","1.8625154","1.0178143","1.8625154","2.9838087","1.8237178","0.46133648","0","0","Cold","0","0.19181693","Monoceros","Mon","Unicorn","13.190979","839.06593","3.1400000"
"HD 67087 b","3.0000000","972.55369","-63.565601","69.922161","","","","2015","2015-04-01","352.20000","-1.6000000","1.7000000","1.0800000","-0.040000000","0.040000000","0.17000000","-0.070000000","0.070000000","","","","285.00000","-17.000000","21.000000","2450154.8","-29.100000","26.300000","14.100000","","","","","","","","Radial Velocity","","","","","HD 67087","121.91565","31.551319","8.0500000","76.690000","-0.33000000","0.33000000","0.25000000","-0.040000000","0.040000000","1.3600000","-0.040000000","0.040000000","1.5500000","-0.32000000","0.32000000","F8 V","1.4500000","-0.51000000","0.51000000","6330.0000","-47.000000","47.000000","","","4.1900000","HD 67087, HIP 39767","","","","","0.080182320","1.0956060","0.89640000","1.2636000","1.0839392","3.0066813","2.1644505","4.3009380","333.64466","309.01661","366.88986","Jovian","1.5500000","F","8.1277104","08 07 39.7573","+31 33 04.7484","3.4559455","1.3491549","3.1403122","1.7088458","2.9773023","1.8061901","2.9773023","1.6494190","2.9773023","5.0193469","5.8021244","0.42166330","0","0","Hot","0","0.29737553","Gemini","Gem","Twins","13.105568","972.55369","1.0800000"
"HD 67087 c","3.0000000","1541.4658","-1147.3591","3178.2800","","","","2015","2015-04-01","2374.0000","-156.00000","193.00000","3.8600000","-0.37000000","0.43000000","0.76000000","-0.24000000","0.17000000","","","","256.00000","-25.000000","28.000000","2450322.5","-407.10000","370.60000","50.300000","","","","","","","","Radial Velocity","","","","","HD 67087","121.91565","31.551319","8.0500000","76.690000","-0.33000000","0.33000000","0.25000000","-0.040000000","0.040000000","1.3600000","-0.040000000","0.040000000","1.5500000","-0.32000000","0.32000000","F8 V","1.4500000","-0.51000000","0.51000000","6330.0000","-47.000000","47.000000","","","4.1900000","HD 67087, HIP 39767","","","","","0.096615934","4.9747680","0.92640000","6.7936000","4.2135351","0.35688666","0.074880190","4.0268902","169.22453","133.27130","360.90039","Jovian","1.5500000","F","8.1277104","08 07 39.7573","+31 33 04.7484","3.4559455","1.3491549","3.1403122","1.7088458","2.9773023","1.8061901","2.9773023","1.6494190","2.9773023","5.0193469","5.8021244","0.42166330","0","0","Cold","0","0.30842452","Gemini","Gem","Twins","12.842659","1541.4658","3.8600000"
"HD 6718 b","3.0000000","533.95104","-76.278721","76.278721","","","","2009","2018-09-06","2496.0000","-180.00000","180.00000","3.5500000","-0.18000000","0.18000000","0.10000000","-0.080000000","0.080000000","","","","","","","","","","69.000000","","","","","","","","Radial Velocity","","","","","HD 6718","16.952761","-8.2337060","8.4500000","51.420000","-0.14000000","0.14000000","-0.030000000","","","1.0800000","-0.21000000","0.21000000","0.95000000","-0.020000000","0.020000000","G5 V","","","","5801.0000","-41.000000","41.000000","","","4.5100000","HD 6718, HIP 5301","","","","","0.25270585","3.5677500","3.1950000","3.9050000","3.5544524","0.073025244","0.060048926","0.089702716","132.18902","126.11630","139.42682","Jovian","0.95000000","G","1.1301841","01 07 48.6629","-08 14 01.3416","0.91568757","0.71713856","1.6885317","0.90834431","1.6008815","0.96050261","1.6008815","0.87682865","1.6008815","2.5836723","2.1653042","0.47332457","0","0","Cold","0","0.13723049","Cetus","Cet","Whale","13.455938","533.95104","3.5500000"
"HD 68402 b","3.0000000","975.73197","-111.23980","111.23980","","","","2016","2016-11-10","1103.0000","-33.000000","33.000000","2.1800000","-0.090000000","0.090000000","0.030000000","-0.060000000","0.060000000","","","","17.190000","-131.78000","131.78000","","","","27.700000","","","","","","","","Radial Velocity","","","","","HD 68402","121.34872","-74.410416","9.1100000","78.610000","-0.10000000","0.10000000","0.29000000","-0.10000000","0.10000000","1.1200000","-0.050000000","0.050000000","1.0200000","-0.050000000","0.050000000","G5 IV/V","2.0000000","-3.0000000","3.0000000","5950.0000","-100.00000","100.00000","","","4.4700000","HD 68402, HIP 39589","","","","","0.20201531","2.1809810","2.1146000","2.2454000","2.1802455","0.24594579","0.23172315","0.26127653","179.38306","176.76133","182.14616","Jovian","1.0200000","G","8.0899149","08 05 23.6936","-74 24 37.4976","1.1683067","0.80275385","1.8831176","1.0167824","1.7853668","1.0750282","1.7853668","0.98148194","1.7853668","2.9183824","2.8311002","0.41699980","0","0","Cold","0","0.25744696","Volans","Vol","Flying Fish","13.103687","975.73197","2.1800000"
