P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
"HD 45364 c","3.0000000","209.09904","","","","","","2008","2014-05-14","342.85000","-0.28000000","0.28000000","0.89720000","","","0.097400000","-0.012000000","0.012000000","","","","7.4100000","-4.3000000","4.3000000","2453250.4","-4.1400000","4.1400000","26.100000","","","","","","","","Radial Velocity","","","","","HD 45364","96.410316","-31.480953","8.0620000","34.390000","-0.040000000","0.040000000","-0.17000000","-0.010000000","0.010000000","0.82000000","-0.050000000","0.050000000","","","","K0 V","","","","5434.0000","-20.000000","20.000000","","","4.3800000","HD 45364, HIP 30579","","","","","0.051366802","0.90145576","0.80981272","0.98458728","0.89826738","0.91174242","0.75348115","1.1138114","248.50625","237.36299","261.72657","Jovian","0.96695625","K","6.4273547","06 25 38.4770","-31 28 51.4308","0.73043375","0.65440630","1.5575201","0.82889423","1.4766702","0.87679570","1.4766702","0.80017509","1.4766702","2.3075663","1.0515348","0.43180640","1","1","Warm","0","0.38616366","Canis Major","CMa","Big Dog","14.022600","209.09904","0.89720000"
"HD 45652 b","3.0000000","137.61953","-24.154928","24.154928","","","","2008","2018-09-27","44.073000","-0.0048000000","0.0048000000","0.23700000","-0.011000000","0.011000000","0.60700000","-0.026000000","0.026000000","","","","227.70000","-5.6000000","5.6000000","2463720.9","-0.45000000","0.45000000","6.7900000","","","","","","","","Radial Velocity","","","","","HD 45652","97.304962","10.933891","8.1000000","34.890000","-0.070000000","0.070000000","0.26000000","","","0.92000000","-0.13000000","0.13000000","0.94000000","-0.040000000","0.040000000","G8/K0","8.4000000","-3.2400000","3.2400000","5294.0000","","","","","","HD 45652, HIP 30905","","","","","0.0049456515","0.28066121","0.093141000","0.38085900","0.24952671","13.930901","4.2869820","71.680051","452.90427","366.59187","741.30083","Jovian","0.94000000","G","6.4869978","06 29 13.1921","+10 56 02.0076","0.62184207","0.60847989","1.4550742","0.77072482","1.3795419","0.81538207","1.3795419","0.74403255","1.3795419","2.1291381","0.85906323","0.49605976","0","0","Hot","0","0.13240564","Monoceros","Mon","Unicorn","14.283089","137.61953","0.23700000"
"HD 46375 b","3.0000000","71.829129","-6.0387321","6.0387321","","","","2000","2014-07-23","3.0235730","-6.5000000e-05","6.5000000e-05","0.039800000","-0.0023000000","0.0023000000","0.063000000","-0.026000000","0.026000000","","","","114.00000","-24.000000","24.000000","2451071.5","-0.19000000","0.19000000","1.3500000","","","","","","","","Radial Velocity","","","","","HD 46375","98.302597","5.4629250","7.9120000","29.580000","-0.040000000","0.040000000","0.24000000","","","0.92000000","","","","","","K1 IV-V","","","","5285.0000","","","","","4.5300000","HD 46375, HIP 31246","","","","","0.0015943321","0.039878983","0.037292600","0.042307400","0.039819777","328.36259","290.01707","373.25954","1083.7012","1051.3584","1119.8185","Jovian","0.86177484","K","6.5535068","06 33 12.6245","+05 27 46.5300","0.51910623","0.55621737","1.3305169","0.70452718","1.2614503","0.74535586","1.2614503","0.68012813","1.2614503","1.9453238","0.84588255","0.44869070","0","0","Hot","0","0.089551175","Monoceros","Mon","Unicorn","10.019274","71.829129","0.039800000"
"HD 47186 b","3.0000000","22.247960","0.0000000","0.0000000","","","","2008","2018-09-06","4.0845000","-0.00020000000","0.00020000000","0.050000000","0.0000000","0.0000000","0.040000000","-0.020000000","0.020000000","","","","","","","","","","1.3300000","","","","","","","","Radial Velocity","","","","","HD 47186","99.036613","-27.622297","7.6260000","37.500000","-0.050000000","0.050000000","0.24000000","","","0.96000000","-0.050000000","0.050000000","1.0800000","-0.010000000","0.010000000","G5 V","","","","5657.0000","-9.0000000","9.0000000","","","4.3600000","HD 47186, HIP 31540","","","","","0.0013688822","0.050040000","0.048000000","0.052000000","0.050010006","428.43859","395.79854","464.51356","1158.7418","1136.3535","1182.7542","Neptunian","1.0800000","G","6.6024412","06 36 08.7884","-27 37 20.2692","1.0702392","0.78199634","1.8485268","0.99049856","1.7525713","1.0475121","1.7525713","0.95615252","1.7525713","2.7932140","1.6256501","0.45510143","0","0","Hot","0","0.15238376","Canis Major","CMa","Big Dog","5.0237627","22.247960","0.050000000"
"HD 47186 c","3.0000000","111.43368","","","","","","2008","2015-03-26","1353.6000","-57.100000","57.100000","2.3950000","","","0.24900000","-0.073000000","0.073000000","","","","26.000000","-23.000000","23.000000","2452010.0","-180.00000","180.00000","63.900000","","","","","","","","Radial Velocity","","","","","HD 47186","99.036613","-27.622297","7.6260000","37.500000","-0.050000000","0.050000000","0.24000000","","","0.96000000","-0.050000000","0.050000000","1.0800000","-0.010000000","0.010000000","G5 V","","","","5657.0000","-9.0000000","9.0000000","","","4.3600000","HD 47186, HIP 31540","","","","","0.087763190","2.4692462","1.7986450","2.9913550","2.4139509","0.19264984","0.11960380","0.33081863","166.78267","149.82392","193.21569","Jovian","1.0800000","G","6.6024412","06 36 08.7884","-27 37 20.2692","1.0702392","0.78199634","1.8485268","0.99049856","1.7525713","1.0475121","1.7525713","0.95615252","1.7525713","2.7932140","1.6256501","0.45510143","0","0","Cold","0","0.22781713","Canis Major","CMa","Big Dog","12.976809","111.43368","2.3950000"
"HD 4732 b","3.0000000","753.25237","-108.06152","108.06152","","","","2012","2014-05-14","360.20000","-1.4000000","1.4000000","1.1900000","-0.050000000","0.050000000","0.13000000","-0.060000000","0.060000000","","","","85.000000","-16.000000","16.000000","2454967.0","-18.000000","18.000000","21.700000","","","","","","","","Radial Velocity","","","","","HD 4732","12.308117","-24.136671","5.8900000","54.870000","-0.17000000","0.17000000","0.010000000","-0.040000000","0.040000000","1.7400000","-0.14000000","0.20000000","5.4000000","-0.40000000","0.40000000","K0 IV","","","","4959.0000","-25.000000","25.000000","","","3.1600000","HD 4732, HIP 3834","","","","","0.078339689","1.2000555","1.0353000","1.3447000","1.1925281","11.252780","8.7377938","14.740770","465.12936","438.02143","499.20043","Jovian","5.4000000","K","0.82054118","00 49 13.9482","-24 08 12.0156","15.799837","3.1194437","7.5544640","3.9512388","7.1623083","4.1817173","7.1623083","3.8144935","7.1623083","10.732232","0.59748832","0.55488231","0","0","Hot","0","0.15169376","Cetus","Cet","Whale","13.253747","753.25237","1.1900000"
"HD 4732 c","3.0000000","753.25237","-120.77464","120.77464","","","","2012","2014-05-14","2732.0000","-81.000000","81.000000","4.6000000","-0.23000000","0.23000000","0.23000000","-0.070000000","0.070000000","","","","118.00000","-15.000000","15.000000","2456093.0","-103.00000","103.00000","83.800000","","","","","","","","Radial Velocity","","","","","HD 4732","12.308117","-24.136671","5.8900000","54.870000","-0.17000000","0.17000000","0.010000000","-0.040000000","0.040000000","1.7400000","-0.14000000","0.20000000","5.4000000","-0.40000000","0.40000000","K0 IV","","","","4959.0000","-25.000000","25.000000","","","3.1600000","HD 4732, HIP 3834","","","","","0.26801814","4.7216700","3.5420000","5.6580000","4.6309594","0.76725375","0.49354495","1.2593762","236.03292","213.53870","269.88813","Jovian","5.4000000","K","0.82054118","00 49 13.9482","-24 08 12.0156","15.799837","3.1194437","7.5544640","3.9512388","7.1623083","4.1817173","7.1623083","3.8144935","7.1623083","10.732232","0.59748832","0.55488231","1","1","Warm","0","0.38501839","Cetus","Cet","Whale","13.253747","753.25237","4.6000000"
"HD 47366 b","3.0000000","556.19901","-54.030760","63.565601","","","","2016","2018-05-31","363.30000","-2.4000000","2.5000000","1.2140000","-0.029000000","0.030000000","0.089000000","-0.060000000","0.079000000","","","","100.00000","-71.000000","100.00000","2450122.0","-55.000000","71.000000","14.400000","","","","","","","","Radial Velocity","","","","","HD 47366","99.419968","-12.985116","6.1100000","84.560000","-0.45000000","0.45000000","-0.020000000","-0.090000000","0.090000000","1.8100000","-0.13000000","0.13000000","7.3000000","-0.33000000","0.33000000","K1 III","1.6100000","-0.53000000","0.53000000","4866.0000","-100.00000","100.00000","","","2.9700000","HD 47366, HIP 31674","","","","","0.074651662","1.2188080","1.1059540","1.3220460","1.2152052","18.235274","15.315446","21.885106","525.68525","503.99627","551.03867","Jovian","7.3000000","K","6.6279982","06 37 40.7936","-12 59 06.4176","26.768423","4.0776189","9.9126991","5.1649180","9.3981227","5.4667767","9.3981227","4.9861880","9.3981227","13.969317","0.51600063","0.47197828","0","0","Hot","0","0.12110895","Canis Major","CMa","Big Dog","13.431791","556.19901","1.2140000"
"HD 47366 c","3.0000000","591.16009","-47.674200","50.852480","","","","2016","2018-05-31","684.70000","-4.9000000","5.0000000","1.8530000","-0.045000000","0.045000000","0.27800000","-0.094000000","0.067000000","","","","132.00000","-20.000000","17.000000","2450445.0","-62.000000","55.000000","21.900000","","","","","","","","Radial Velocity","","","","","HD 47366","99.419968","-12.985116","6.1100000","84.560000","-0.45000000","0.45000000","-0.020000000","-0.090000000","0.090000000","1.8100000","-0.13000000","0.13000000","7.3000000","-0.33000000","0.33000000","K1 III","1.6100000","-0.53000000","0.53000000","4866.0000","-100.00000","100.00000","","","2.9700000","HD 47366, HIP 31674","","","","","0.092159477","1.9246036","1.3378660","2.3681340","1.8713723","8.1159230","4.7732067","14.955383","423.61420","376.57152","501.00758","Jovian","7.3000000","K","6.6279982","06 37 40.7936","-12 59 06.4176","26.768423","4.0776189","9.9126991","5.1649180","9.3981227","5.4667767","9.3981227","4.9861880","9.3981227","13.969317","0.51600063","0.47197828","0","0","Hot","0","0.17817739","Canis Major","CMa","Big Dog","13.395811","591.16009","1.8530000"
"HD 47536 b","3.0000000","2326.5010","-750.07409","750.07409","","","","2002","2015-03-26","712.13000","-0.31000000","0.31000000","1.9300000","-0.32000000","0.32000000","0.20000000","-0.080000000","0.080000000","","","","260.80000","-23.700000","23.700000","2451599.4","-21.500000","21.500000","15.700000","","","","","","","","Radial Velocity","","","","","HD 47536","99.448410","-32.339733","5.2500000","122.95000","-1.3000000","1.3000000","0.69000000","-0.020000000","0.020000000","0.91000000","-0.030000000","0.030000000","22.390000","-1.0500000","1.0500000","K1 III","10.150000","-1.3100000","1.3100000","4424.0000","-16.000000","16.000000","","","2.1300000","HD 47536, HIP 31688","","","","","0.21118017","1.9686000","1.5440000","2.3160000","1.9397793","47.141899","32.075999","72.170999","662.49574","606.30334","742.56690","Jovian","22.390000","K","6.6298943","06 37 47.6196","-32 20 23.0388","172.05104","10.516455","26.074544","13.320734","24.720919","14.106725","24.720919","12.859713","24.720919","35.415422","0.19200846","0.51009333","0","0","Hot","0","0.092704376","Canis Major","CMa","Big Dog","12.612149","2326.5010","1.9300000"
"HD 48265 b","3.0000000","467.20716","-38.139360","38.139360","","","","2008","2016-11-10","780.30000","-4.6000000","4.6000000","1.8100000","-0.070000000","0.070000000","0.080000000","-0.050000000","0.050000000","","","","343.78000","-137.51000","137.51000","","","","19.900000","","","","","","","","Radial Velocity","","","","","HD 48265","100.00719","-48.541954","8.0500000","90.780000","-0.27000000","0.27000000","0.40000000","-0.10000000","0.10000000","1.2800000","-0.050000000","0.050000000","2.0500000","-0.050000000","0.050000000","G5 IV/V","5.0000000","-3.0000000","3.0000000","5650.0000","-100.00000","100.00000","","","3.9200000","HD 48265, HIP 31895","","","","","0.11903777","1.8157920","1.6652000","1.9548000","1.8114512","1.1749712","1.0041197","1.3837491","264.92877","255.03001","276.31805","Jovian","2.0500000","G","6.6671467","06 40 01.7281","-48 32 31.0344","3.8369855","1.4812858","3.5022507","1.8762386","3.3204518","1.9842488","3.3204518","1.8111808","3.3204518","5.2888208","1.7678707","0.50791359","1","1","Warm","0","0.38754135","Puppis","Pup","Stern","13.535230","467.20716","1.8100000"
"HD 4917 b","3.0000000","513.29222","-29.240176","29.240176","","","","2018","2018-12-06","400.50000","-1.7000000","1.7000000","1.1670000","-0.065000000","0.065000000","0.066000000","-0.041000000","0.041000000","","","","313.00000","-34.000000","34.000000","2439788.0","-84.000000","84.000000","5.6800000","","","","","","","","Radial Velocity","","","","","HD 4917","12.776146","-12.927608","8.0300000","205.45000","-2.4800000","2.4800000","","","","1.3200000","","","5.0100000","","","K0 III/IV","","","","4802.0000","","","","","2.9700000","HD 4917, HIP 3975","","","","","0.079579253","1.1695417","1.0899780","1.2440220","1.1676365","8.7995197","7.7267454","10.065081","438.43404","424.76044","453.78405","Jovian","5.0100000","K","0.85174311","00 51 06.2752","-12 55 39.3888","11.957840","2.7329833","6.6618579","3.4617379","6.3160334","3.6643300","6.3160334","3.3419513","6.3160334","9.3366297","0.41609944","0.50606827","0","0","Hot","0","0.17045393","Cetus","Cet","Whale","13.479321","513.29222","1.1670000"
"HD 49674 b","3.0000000","31.782800","-3.1782800","3.1782800","","","","2002","2018-09-06","4.9473700","-0.00098000000","0.00098000000","0.060000000","0.0000000","0.0000000","0.090000000","-0.090000000","0.090000000","","","","","","","","","","1.3900000","","","","","","","","Radial Velocity","","","","","HD 49674","102.87715","40.867756","8.1000000","43.090000","-0.080000000","0.080000000","0.32000000","","","1.0300000","-0.11000000","0.11000000","1.0200000","-0.010000000","0.010000000","G5 V","","","","5602.0000","-21.000000","21.000000","","","4.4400000","HD 49674, HIP 32916","","","","","0.0017130215","0.060243000","0.054600000","0.065400000","0.060060914","256.05011","214.63765","307.94710","1017.5700","975.14992","1067.2445","Neptunian","1.0200000","G","6.8584771","06 51 30.5175","+40 52 03.9216","0.91803958","0.72660632","1.7203489","0.92034135","1.6310470","0.97336721","1.6310470","0.88843479","1.6310470","2.5869884","1.5141861","0.46590446","0","0","Hot","0","0.13224296","Auriga","Aur","Charioteer","6.1982112","31.782800","0.060000000"
"HD 50499 b","3.0000000","460.85060","-25.426240","25.426240","","","","2005","2019-04-11","2483.7000","-18.262500","18.262500","3.9300000","-0.070000000","0.070000000","0.27000000","-0.030000000","0.040000000","","","","259.32000","-10.190000","7.8900000","2456172.9","-67.500000","50.400000","84.800000","","","","","","","","Radial Velocity","","","","","HD 50499","103.00844","-33.915562","7.2100000","46.350000","-0.060000000","0.060000000","0.38000000","-0.030000000","0.030000000","1.3100000","-0.070000000","0.070000000","1.4200000","-0.020000000","0.020000000","G1 V","2.4000000","-0.56000000","0.56000000","6099.0000","-43.000000","43.000000","","","4.4200000","HD 50499, HIP 32970","","","","","0.20258016","4.0732485","2.8689000","4.9911000","3.9666997","0.16809372","0.10034768","0.30371696","160.84413","143.39095","189.13076","Jovian","1.4200000","G","6.8672296","06 52 02.0264","-33 54 56.0232","2.4997689","1.1636021","2.7205151","1.4738332","2.5792960","1.5580691","2.5792960","1.4226313","2.5792960","4.2688776","3.8531086","0.45291546","0","0","Cold","0","0.20908625","Puppis","Pup","Stern","13.543390","460.85060","3.9300000"
"HD 50499 c","3.0000000","931.23605","-57.209041","232.01444","","","","2019","2019-04-11","8619.9000","-405.42750","2622.4950","9.0200000","-0.33000000","1.7300000","0.0000000","-0.020000000","0.14000000","","","","23.000000","-138.00000","138.00000","2461832.0","-2885.0000","3731.0000","195.00000","","","","","","","","Radial Velocity","","","","","HD 50499","103.00844","-33.915562","7.2100000","46.350000","-0.060000000","0.060000000","0.38000000","-0.030000000","0.030000000","1.3100000","-0.070000000","0.070000000","1.4200000","-0.020000000","0.020000000","G1 V","2.4000000","-0.56000000","0.56000000","6099.0000","-43.000000","43.000000","","","4.4200000","HD 50499, HIP 32970","","","","","0.80523240","9.0200000","9.0200000","9.0200000","9.0200002","0.030724639","0.030724639","0.030724639","106.66369","106.66369","106.66369","Jovian","1.4200000","G","6.8672296","06 52 02.0264","-33 54 56.0232","2.4997689","1.1636021","2.7205151","1.4738332","2.5792960","1.5580691","2.5792960","1.4226313","2.5792960","4.2688776","3.8531086","0.45291546","0","0","Cold","0","0.099644906","Puppis","Pup","Stern","13.130626","931.23605","9.0200000"
"HD 50554 b","3.0000000","1574.5199","-123.63509","123.63509","","","","2002","2014-11-19","1293.0000","-37.000000","37.000000","2.3530000","-0.045200000","0.045200000","0.50100000","-0.030000000","0.030000000","","","","","","","","","","75.400000","","","","","","","","Radial Velocity","","","","","HD 50554","103.67844","24.245558","6.8400000","31.190000","-0.060000000","0.060000000","-0.040000000","-0.030000000","0.030000000","1.0400000","-0.010000000","0.010000000","1.0200000","-0.020000000","0.020000000","F8","2.1600000","-0.29000000","0.29000000","5987.0000","-70.000000","70.000000","","","","HD 50554, HIP 33212","","","","","0.13485880","2.6483027","1.1741470","3.5318530","2.4337461","0.24994333","0.096010954","0.86872251","170.83969","141.81596","245.96039","Jovian","1.0200000","F","6.9118961","06 54 42.8259","+24 14 44.0088","1.1976393","0.81093671","1.9006726","1.0271459","1.8020106","1.0859515","1.8020106","0.99147988","1.8020106","2.9547911","2.9432922","0.41207687","0","0","Cold","0","0.26115436","Gemini","Gem","Twins","12.830676","1574.5199","2.3530000"
"HD 51608 b","3.0000000","12.776686","-1.1759636","1.2077464","","","","2019","2019-02-07","14.072600","-0.0016000000","0.0016000000","0.10590000","-0.0046000000","0.0043000000","0.090000000","-0.040000000","0.040000000","","","","117.45000","-28.910000","30.270000","2455494.5","-1.1073000","1.1795000","3.0400000","","","","","","","","Radial Velocity","","","","","HD 51608","103.71392","-55.259327","8.1700000","34.830000","-0.62000000","0.62000000","-0.070000000","-0.010000000","0.010000000","0.80000000","","","","","","G7 V","","","","5358.0000","-22.000000","22.000000","","","4.3600000","HD 51608, HIP 33229","","","","","0.0024275338","0.10632890","0.096369000","0.11543100","0.10600751","63.148553","52.935175","75.947689","717.09040","687.19659","752.09647","Neptunian","0.97733824","G","6.9142618","06 54 51.3423","-55 15 33.5772","0.70532498","0.64578445","1.5408841","0.81797502","1.4608977","0.86531245","1.4608977","0.78964104","1.4608977","2.2675580","0.91525912","0.42826685","0","0","Hot","0","0.20608105","Carina","Car","Keel","3.6237276","12.776686","0.10590000"
"HD 51608 c","3.0000000","14.302260","-1.5255744","1.6209228","","","","2019","2019-02-07","95.944600","-0.13660000","0.15550000","0.38090000","-0.016400000","0.015300000","0.14000000","-0.070000000","0.070000000","","","","-165.07000","-33.930000","29.340000","2455498.4","-9.0495000","7.6262000","10.900000","","","","","","","","Radial Velocity","","","","","HD 51608","103.71392","-55.259327","8.1700000","34.830000","-0.62000000","0.62000000","-0.070000000","-0.010000000","0.010000000","0.80000000","","","","","","G7 V","","","","5358.0000","-22.000000","22.000000","","","4.3600000","HD 51608, HIP 33229","","","","","0.0085677381","0.38463282","0.32757400","0.43422600","0.38183929","4.9098211","3.7407408","6.5731027","377.83478","354.31074","407.93176","Neptunian","0.97733824","G","6.9142618","06 54 51.3423","-55 15 33.5772","0.70532498","0.64578445","1.5408841","0.81797502","1.4608977","0.86531245","1.4608977","0.78964104","1.4608977","2.2675580","0.91525912","0.42826685","0","0","Hot","0","0.37340089","Carina","Car","Keel","3.8726528","14.302260","0.38090000"
"HD 52265 b","3.0000000","384.57188","-15.891400","15.891400","","","","2000","2019-03-14","119.27000","-0.020000000","0.020000000","0.52000000","-0.0090000000","0.0090000000","0.27000000","-0.020000000","0.020000000","","","","242.00000","-3.0000000","3.0000000","","","","17.300000","","","","","","","","Radial Velocity","","","","","HD 52265","105.07515","-5.3671620","6.3000000","30.010000","-0.040000000","0.040000000","","","","1.2000000","","","","","","G0 V","","","","6136.0000","","","","","4.3600000","HD 52265, HIP 33719","","","","","0.025984249","0.53895400","0.37960000","0.66040000","0.52485594","6.9894196","4.1725060","12.628701","408.43940","364.11968","480.26903","Jovian","1.1969900","G","7.0050104","07 00 18.0373","-05 22 01.7832","1.8197473","0.99055886","2.3141523","1.2546531","2.1940272","1.3263227","2.1940272","1.2110586","2.1940272","3.6422464","3.9876858","0.49024316","0","0","Hot","0","0.19141179","Monoceros","Mon","Unicorn","13.651647","384.57188","0.52000000"
"HD 5319 b","3.0000000","494.54037","-13.348776","13.348776","","","","2007","2018-12-06","637.10000","-1.4000000","1.4000000","1.5700000","-0.11000000","0.11000000","0.092000000","-0.025000000","0.025000000","","","","158.00000","-15.000000","15.000000","2456382.0","-26.000000","26.000000","12.900000","","","","","","","","Radial Velocity","","","","","HD 5319","13.755836","0.78955300","8.0500000","121.83000","-0.71000000","0.71000000","","","","1.2700000","","","4.0600000","","","G5","","","","4871.0000","","","","","3.2600000","HD 5319, HIP 4297","","","","","0.10412861","1.5766442","1.4255600","1.7144400","1.5716659","3.3873470","2.8285812","4.0911201","345.07866","330.39774","362.33098","Jovian","4.0600000","G","0.91705578","00 55 01.4008","+00 47 22.3908","8.3140615","2.2719828","5.5220424","2.8778079","5.2353888","3.0459809","5.2353888","2.7782220","5.2353888","7.7852110","0.46247600","0.49959609","0","0","Hot","0","0.27913999","Cetus","Cet","Whale","13.501411","494.54037","1.5700000"
"HD 5319 c","3.0000000","334.67289","-22.883616","22.883616","","","","2014","2018-12-06","872.20000","-6.0000000","6.0000000","1.9300000","-0.13000000","0.13000000","0.18300000","-0.064000000","0.064000000","","","","244.00000","-25.000000","25.000000","2453443.0","-58.000000","58.000000","15.800000","","","","","","","","Radial Velocity","","","","","HD 5319","13.755836","0.78955300","8.0500000","121.83000","-0.71000000","0.71000000","","","","1.2700000","","","4.0600000","","","G5","","","","4871.0000","","","","","3.2600000","HD 5319, HIP 4297","","","","","0.10111995","1.9623169","1.5768100","2.2831900","1.9381696","2.2703625","1.5948841","3.3439094","310.74370","286.30385","344.51532","Jovian","4.0600000","G","0.91705578","00 55 01.4008","+00 47 22.3908","8.3140615","2.2719828","5.5220424","2.8778079","5.2353888","3.0459809","5.2353888","2.7782220","5.2353888","7.7852110","0.46247600","0.49959609","0","0","Hot","0","0.32997851","Cetus","Cet","Whale","13.735382","334.67289","1.9300000"
"HD 55696 b","3.0000000","1229.9944","-228.83616","228.83616","","","","2018","2018-09-27","1827.0000","-10.000000","10.000000","3.1800000","-0.18000000","0.18000000","0.70500000","-0.022000000","0.022000000","","","","137.00000","-2.4000000","2.4000000","2463648.0","-26.000000","26.000000","40.700000","","","","","","","","Radial Velocity","","","","","HD 55696","108.06238","-38.174541","7.9500000","78.150000","-0.18000000","0.18000000","0.37000000","","","1.2900000","-0.20000000","0.20000000","1.5200000","-0.070000000","0.070000000","G0 V","2.6400000","-0.50000000","0.50000000","6012.0000","","","","","","HD 55696, HIP 34801","","","","","0.092357496","3.9702697","0.93810000","5.4219000","3.4204923","0.37707199","0.091991712","3.0729355","176.64996","140.30789","337.31315","Jovian","1.5200000","G","7.2041589","07 12 14.9721","-38 10 28.3476","2.7042803","1.2167101","2.8500989","1.5411041","2.7021532","1.6293006","2.7021532","1.4875858","2.7021532","4.4400681","3.3011996","0.45781364","0","0","Cold","0","0.31486875","Puppis","Pup","Stern","12.970846","1229.9944","3.1800000"
"HD 5583 b","3.0000000","1837.0459","-168.44884","168.44884","","","","2016","2016-02-04","139.35000","-0.22000000","0.21000000","0.53000000","-0.020000000","0.020000000","0.076000000","-0.023000000","0.070000000","","","","12.000000","-6.0000000","330.00000","2456021.5","-17.000000","18.000000","2.4000000","","","","","","","","Radial Velocity","","","","","HD 5583","14.486255","34.985561","7.6000000","221.00000","-14.000000","14.000000","-0.50000000","-0.18000000","0.18000000","1.0100000","-0.10000000","0.10000000","9.0900000","-1.5000000","1.5000000","","7.4100000","-2.1700000","3.0600000","4830.0000","-45.000000","45.000000","","","2.5300000","HD 5583,","","","","","0.059795146","0.53153064","0.48972000","0.57028000","0.53038346","143.85040","123.88783","167.99999","881.35559","849.96702","917.21727","Jovian","9.0900000","K","0.96575038","00 57 56.7014","+34 59 08.0196","40.290711","5.0105668","12.199132","6.3466405","11.565863","6.7178458","11.565863","6.1270237","11.565863","17.138241","0.39933519","0.50115069","0","0","Hot","0","0.077309987","Andromeda","And","Andromeda","12.743913","1837.0459","0.53000000"
"HD 5608 b","3.0000000","534.26887","-25.744068","25.744068","","","","2012","2018-12-06","779.90000","-4.9000000","4.9000000","1.9110000","-0.088000000","0.088000000","0.056000000","-0.039000000","0.039000000","","","","294.00000","-54.000000","54.000000","2452420.0","-110.00000","110.00000","32.800000","","","","","","","","Radial Velocity","","","","","HD 5608","14.559246","33.950886","5.9900000","58.210000","-0.22000000","0.22000000","","","","1.5300000","","","5.1400000","","","K0","","","","4877.0000","","","","","3.1900000","HD 5608, HIP 4552","","","","","0.12706932","1.9139964","1.8039840","2.0180160","1.9117500","3.6727095","3.2883399","4.1149119","352.48111","343.07501","362.85662","Jovian","5.1400000","K","0.97061645","00 58 14.2192","+33 57 03.1896","13.391398","2.8826693","7.0045629","3.6513339","6.6409506","3.8646833","6.6409506","3.5249796","6.6409506","9.8804500","0.49719697","0.53159588","0","0","Hot","0","0.26870091","Andromeda","And","Andromeda","13.455586","534.26887","1.9110000"
