P_NAME,P_RADIUS,P_RADIUS_EST,P_DETECTION,P_YEAR,P_SEMI_MAJOR_AXIS,P_PERIOD,P_MASS,P_DENSITY,P_HABZONE_CON
Kepler-174 d,2.1859500,2.1859500,Transit,2014,0.67700000,247.35373,,,1
Kepler-175 b,2.5558800,2.5558800,Transit,2014,0.10500000,11.903515,,,0
Kepler-175 c,3.1051700,3.1051700,Transit,2014,0.21300000,34.035257,,,0
Kepler-176 b,1.4348800,1.4348800,Transit,2014,0.058000000,5.4330740,,,0
Kepler-176 c,2.6007200,2.6007200,Transit,2014,0.10200000,12.759712,,,0
Kepler-176 d,2.5110400,2.5110400,Transit,2014,0.16300000,25.751974,,,0
Kepler-176 e,1.4460900,1.4460900,Transit,2016,,51.165790,,,0
Kepler-177 b,2.9033900,2.9033900,Transit,2013,,36.855000,1.9069680,0.077916112,0
Kepler-177 c,7.0959300,7.0959300,Transit,2013,,49.412000,7.6278721,0.021348896,0
Kepler-178 b,2.9033900,2.9033900,Transit,2014,0.085000000,9.5766940,,,0
Kepler-178 c,2.8809700,2.8809700,Transit,2014,0.14200000,20.552802,,,0
Kepler-178 d,3.9459200,3.9459200,Transit,2014,0.39700000,96.678988,,,0
Kepler-179 b,1.6366600,1.6366600,Transit,2014,0.036000000,2.7359260,,,0
Kepler-179 c,1.9953800,1.9953800,Transit,2014,0.064000000,6.4001300,,,0
Kepler-18 b,1.9953800,1.9953800,Transit,2011,0.044700000,3.5047250,6.9922161,0.88011210,0
Kepler-18 c,5.4929000,5.4929000,Transit,2011,0.075200000,7.6415900,17.162712,0.10355733,0
Kepler-18 d,6.9838300,6.9838300,Transit,2011,0.11720000,14.858880,16.527056,0.048519299,0
Kepler-180 b,1.5021400,1.5021400,Transit,2014,0.10900000,13.817124,,,0
Kepler-180 c,3.0154900,3.0154900,Transit,2014,0.22900000,41.885775,,,0
Kepler-181 b,1.2667300,1.2667300,Transit,2014,0.040000000,3.1378730,,,0
Kepler-181 c,1.9953800,1.9953800,Transit,2014,0.049000000,4.3021490,,,0
Kepler-182 b,2.5783000,2.5783000,Transit,2014,0.096000000,9.8257920,,,0
Kepler-182 c,3.4302600,3.4302600,Transit,2014,0.15700000,20.684342,,,0
Kepler-183 b,2.0626400,2.0626400,Transit,2014,0.064000000,5.6879450,,,0
Kepler-183 c,2.2756300,2.2756300,Transit,2014,0.10300000,11.637071,,,0
Kepler-184 b,2.3653100,2.3653100,Transit,2014,0.092000000,10.687576,,,0
Kepler-184 c,1.9729600,1.9729600,Transit,2014,0.14100000,20.303005,,,0
Kepler-184 d,2.4886200,2.4886200,Transit,2014,0.17900000,29.022358,,,0
Kepler-185 b,1.1658400,1.1658400,Transit,2014,0.026000000,1.6329000,,,0
Kepler-185 c,2.0178000,2.0178000,Transit,2014,0.13900000,20.729042,,,0
Kepler-186 b,1.0649500,1.0649500,Transit,2014,0.034300000,3.8867907,,,0
Kepler-186 c,1.2555200,1.2555200,Transit,2014,0.045100000,7.2673020,,,0
Kepler-186 d,1.4012500,1.4012500,Transit,2014,0.078100000,13.342996,,,0
Kepler-186 e,1.2667300,1.2667300,Transit,2014,0.11000000,22.407704,,,0
Kepler-186 f,1.1658400,1.1658400,Transit,2014,0.43200000,129.94410,,,1
Kepler-187 b,1.4124600,1.4124600,Transit,2014,0.059000000,4.9388640,,,0
Kepler-187 c,2.6679800,2.6679800,Transit,2014,0.099000000,10.640263,,,0
Kepler-188 b,1.6815000,1.6815000,Transit,2014,0.032000000,2.0618970,,,0
Kepler-188 c,3.1948500,3.1948500,Transit,2014,0.066000000,5.9965530,,,0
Kepler-189 b,1.2106800,1.2106800,Transit,2014,0.088000000,10.399931,,,0
Kepler-189 c,2.3765200,2.3765200,Transit,2014,0.13700000,20.134866,,,0
Kepler-19 b,,2.8306203,Transit,2011,,9.2871600,8.4001941,,0
Kepler-19 c,,3.6776042,Transit Timing Variations,2011,,28.731000,13.100870,,0
Kepler-19 d,,5.0570803,Radial Velocity,2017,,62.950000,22.499044,,0
Kepler-190 b,1.5581900,1.5581900,Transit,2014,0.030000000,2.0199990,,,0
Kepler-190 c,1.4573000,1.4573000,Transit,2014,0.045000000,3.7630240,,,0
Kepler-191 b,1.3452000,1.3452000,Transit,2014,0.087000000,9.9396320,,,0
Kepler-191 c,1.8608600,1.8608600,Transit,2014,0.12800000,17.738506,,,0
Kepler-191 d,2.2756300,2.2756300,Transit,2016,,5.9450410,,,0
Kepler-192 b,2.7352400,2.7352400,Transit,2014,0.090000000,9.9267460,,,0
Kepler-192 c,2.7912900,2.7912900,Transit,2014,0.15000000,21.223400,,,0
Kepler-192 d,1.0201100,1.0201100,Transit,2016,,6.4702758,,,0
Kepler-193 b,2.3877300,2.3877300,Transit,2014,0.10600000,11.388480,,,0
Kepler-193 c,2.7464500,2.7464500,Transit,2014,0.28600000,50.697494,,,0
Kepler-194 b,1.5133500,1.5133500,Transit,2014,0.032000000,2.0922810,,,0
Kepler-194 c,2.5895100,2.5895100,Transit,2014,0.13100000,17.308032,,,0
Kepler-194 d,2.3989400,2.3989400,Transit,2014,0.27500000,52.814973,,,0
Kepler-195 b,2.0290100,2.0290100,Transit,2014,0.077000000,8.3078720,,,0
Kepler-195 c,1.5469800,1.5469800,Transit,2014,0.19700000,34.096863,,,0
Kepler-196 b,1.9057000,1.9057000,Transit,2014,0.13800000,20.739886,,,0
Kepler-196 c,2.2420000,2.2420000,Transit,2014,0.24000000,47.427737,,,0
Kepler-197 b,1.0201100,1.0201100,Transit,2014,0.060000000,5.5993080,,,0
Kepler-197 c,1.2331000,1.2331000,Transit,2014,0.090000000,10.349695,,,0
Kepler-197 d,1.2218900,1.2218900,Transit,2014,0.11900000,15.677563,,,0
Kepler-197 e,0.90801000,0.90801000,Transit,2014,0.16400000,25.209715,,,0
Kepler-198 b,2.8249200,2.8249200,Transit,2014,0.13100000,17.790037,,,0
Kepler-198 c,2.4662000,2.4662000,Transit,2014,0.25900000,49.567416,,,0
Kepler-198 d,1.5245600,1.5245600,Transit,2016,,1.3118444,,,0
Kepler-199 b,3.1051700,3.1051700,Transit,2014,0.15800000,23.637604,,,0
Kepler-199 c,3.2509000,3.2509000,Transit,2014,0.31600000,67.093408,,,0
Kepler-20 b,1.8720700,1.8720700,Transit,2011,0.046300000,3.6961153,9.7001106,1.4784629,0
Kepler-20 c,3.0491200,3.0491200,Transit,2011,0.094900000,10.854091,12.751259,0.44981044,0
Kepler-20 d,2.7464500,2.7464500,Transit,2011,0.35060000,77.611300,10.068791,0.48602906,0
Kepler-20 e,0.86317000,0.86317000,Transit,2011,0.063900000,6.0985228,,,0
Kepler-20 f,0.99769000,0.99769000,Transit,2011,0.13960000,19.577585,,,0
Kepler-20 g,,4.7126436,Radial Velocity,2016,0.20550000,34.940000,19.959599,,0
Kepler-200 b,2.1299000,2.1299000,Transit,2014,0.080000000,8.5948050,,,0
Kepler-200 c,1.5918200,1.5918200,Transit,2014,0.090000000,10.222157,,,0
Kepler-201 b,2.4549900,2.4549900,Transit,2014,0.17500000,25.672083,,,0
Kepler-201 c,2.8473400,2.8473400,Transit,2014,0.57300000,151.88406,,,0
Kepler-202 b,1.6254500,1.6254500,Transit,2014,0.045000000,4.0694270,,,0
Kepler-202 c,1.8496500,1.8496500,Transit,2014,0.11300000,16.282493,,,0
Kepler-203 b,2.5670900,2.5670900,Transit,2014,0.043000000,3.1626970,,,0
Kepler-203 c,2.4662000,2.4662000,Transit,2014,0.061000000,5.3706470,,,0
Kepler-203 d,1.4348800,1.4348800,Transit,2014,0.10000000,11.329720,,,0
Kepler-204 b,2.5334600,2.5334600,Transit,2014,0.11700000,14.400974,,,0
Kepler-204 c,1.7936000,1.7936000,Transit,2014,0.17300000,25.660593,,,0
Kepler-205 b,1.5133500,1.5133500,Transit,2014,0.032000000,2.7556400,,,0
Kepler-205 c,1.6366600,1.6366600,Transit,2014,0.12200000,20.306546,,,0
Kepler-206 b,1.1994700,1.1994700,Transit,2014,0.078000000,7.7819870,,,0
Kepler-206 c,1.7711800,1.7711800,Transit,2014,0.11100000,13.137471,,,0
Kepler-206 d,1.1882600,1.1882600,Transit,2014,0.16300000,23.442810,,,0
Kepler-207 b,1.5694000,1.5694000,Transit,2014,0.029000000,1.6118650,,,0
Kepler-207 c,1.5021400,1.5021400,Transit,2014,0.044000000,3.0715710,,,0
Kepler-207 d,3.3069500,3.3069500,Transit,2014,0.068000000,5.8680750,,,0
Kepler-208 b,1.6254500,1.6254500,Transit,2014,0.054000000,4.2286400,,,0
Kepler-208 c,1.3900400,1.3900400,Transit,2014,0.079000000,7.4666230,,,0
Kepler-208 d,1.1994700,1.1994700,Transit,2014,0.10300000,11.131786,,,0
Kepler-208 e,1.4797200,1.4797200,Transit,2014,0.13200000,16.259458,,,0
Kepler-209 b,2.2644200,2.2644200,Transit,2014,0.12200000,16.087845,,,0
Kepler-209 c,3.1051700,3.1051700,Transit,2014,0.23100000,41.749882,,,0
Kepler-21 b,1.6366600,1.6366600,Transit,2012,0.042717000,2.7857800,5.0788915,1.1584933,0
Kepler-210 b,2.9370200,2.9370200,Transit,2014,0.032000000,2.4532340,,,0
Kepler-210 c,3.6208300,3.6208300,Transit,2014,0.070000000,7.9725130,,,0
Kepler-211 b,1.2555200,1.2555200,Transit,2014,0.048000000,4.1385750,,,0
Kepler-211 c,1.2891500,1.2891500,Transit,2014,0.062000000,6.0404500,,,0
Kepler-212 b,1.0873700,1.0873700,Transit,2014,0.13300000,16.257582,,,0
Kepler-212 c,2.7352400,2.7352400,Transit,2014,0.20700000,31.805174,,,0
Kepler-213 b,1.6254500,1.6254500,Transit,2014,0.036000000,2.4623600,,,0
Kepler-213 c,2.3428900,2.3428900,Transit,2014,0.057000000,4.8229620,,,0
Kepler-214 b,2.6119300,2.6119300,Transit,2014,0.13000000,15.660544,,,0
Kepler-214 c,2.1299000,2.1299000,Transit,2014,0.19400000,28.779800,,,0
Kepler-215 b,1.6254500,1.6254500,Transit,2014,0.084000000,9.3606720,,,0
Kepler-215 c,1.7711800,1.7711800,Transit,2014,0.11300000,14.667108,,,0
Kepler-215 d,2.3877300,2.3877300,Transit,2014,0.18500000,30.864423,,,0
Kepler-215 e,1.7487600,1.7487600,Transit,2014,0.31400000,68.161010,,,0
Kepler-216 b,2.3541000,2.3541000,Transit,2014,0.079000000,7.6936410,,,0
Kepler-216 c,3.0379100,3.0379100,Transit,2014,0.13600000,17.406669,,,0
Kepler-217 b,2.2307900,2.2307900,Transit,2014,0.065000000,5.3749430,,,0
Kepler-217 c,1.8496500,1.8496500,Transit,2014,0.089000000,8.5860040,,,0
Kepler-217 d,1.3227800,1.3227800,Transit,2016,,3.8868952,,,0
Kepler-218 b,1.4797200,1.4797200,Transit,2014,0.046000000,3.6193370,,,0
Kepler-218 c,3.1388000,3.1388000,Transit,2014,0.24800000,44.699576,,,0
Kepler-218 d,2.6567700,2.6567700,Transit,2016,,124.52446,,,0
Kepler-219 b,2.9482300,2.9482300,Transit,2014,0.057000000,4.5855120,,,0
Kepler-219 c,3.5759900,3.5759900,Transit,2014,0.16500000,22.714613,,,0
Kepler-219 d,2.8137100,2.8137100,Transit,2014,0.27200000,47.903645,,,0
Kepler-22 b,2.3765200,2.3765200,Transit,2011,0.84900000,289.86230,,,1
Kepler-220 b,0.80712000,0.80712000,Transit,2014,0.046000000,4.1598070,,,0
Kepler-220 c,1.5694000,1.5694000,Transit,2014,0.076000000,9.0341990,,,0
Kepler-220 d,0.97527000,0.97527000,Transit,2014,0.16300000,28.122397,,,0
Kepler-220 e,1.3339900,1.3339900,Transit,2014,0.22600000,45.902733,,,0
Kepler-221 b,1.7151300,1.7151300,Transit,2014,0.037000000,2.7959060,,,0
Kepler-221 c,2.9258100,2.9258100,Transit,2014,0.059000000,5.6905860,,,0
Kepler-221 d,2.7352400,2.7352400,Transit,2014,0.087000000,10.041560,,,0
Kepler-221 e,2.6343500,2.6343500,Transit,2014,0.13000000,18.369917,,,0
Kepler-222 b,3.1612200,3.1612200,Transit,2014,0.048000000,3.9369810,,,0
Kepler-222 c,4.6409400,4.6409400,Transit,2014,0.091000000,10.088810,,,0
Kepler-222 d,3.6880900,3.6880900,Transit,2014,0.18000000,28.081912,,,0
Kepler-223 b,2.9930700,2.9930700,Transit,2014,,7.3844900,7.3990359,0.27594626,0
Kepler-223 c,3.4414700,3.4414700,Transit,2014,,9.8456400,5.1011394,0.12515126,0
Kepler-223 d,5.2350700,5.2350700,Transit,2014,,14.788690,7.9997308,0.055758090,0
Kepler-223 e,4.5961000,4.5961000,Transit,2014,,19.725670,4.7992028,0.049431148,0
Kepler-224 b,1.3900400,1.3900400,Transit,2014,0.038000000,3.1329240,,,0
Kepler-224 c,3.1163800,3.1163800,Transit,2014,0.058000000,5.9250030,,,0
Kepler-224 d,2.2980500,2.2980500,Transit,2014,0.089000000,11.349393,,,0
Kepler-224 e,1.9729600,1.9729600,Transit,2014,0.12400000,18.643577,,,0
Kepler-225 b,1.1994700,1.1994700,Transit,2014,0.056000000,6.7389750,,,0
Kepler-225 c,1.8384400,1.8384400,Transit,2014,0.11100000,18.794234,,,0
Kepler-226 b,1.5469800,1.5469800,Transit,2014,0.047000000,3.9409970,,,0
Kepler-226 c,2.2756300,2.2756300,Transit,2014,0.058000000,5.3495550,,,0
Kepler-226 d,1.2218900,1.2218900,Transit,2014,0.076000000,8.1090440,,,0
Kepler-227 b,3.1051700,3.1051700,Transit,2014,0.090000000,9.4880150,,,0
Kepler-227 c,3.0379100,3.0379100,Transit,2014,0.29000000,54.418694,,,0
Kepler-228 b,1.5245600,1.5245600,Transit,2014,0.038000000,2.5665460,,,0
Kepler-228 c,2.7016100,2.7016100,Transit,2014,0.052000000,4.1344440,,,0
Kepler-228 d,4.0356000,4.0356000,Transit,2014,0.10100000,11.094286,,,0
Kepler-229 b,2.1971600,2.1971600,Transit,2014,0.062000000,6.2529720,,,0
Kepler-229 c,4.9211900,4.9211900,Transit,2014,0.11700000,16.068638,,,0
Kepler-229 d,3.8450300,3.8450300,Transit,2014,0.22000000,41.194912,,,0
Kepler-23 b,1.9057000,1.9057000,Transit,2011,0.075000000,7.1073000,254.26240,36.738256,0
Kepler-23 c,3.1948500,3.1948500,Transit,2011,0.099000000,10.742100,858.13561,26.315068,0
Kepler-23 d,2.1971600,2.1971600,Transit,2014,0.12400000,15.274299,,,0
Kepler-230 b,4.2598000,4.2598000,Transit,2014,0.19100000,32.625555,,,0
Kepler-230 c,2.0402200,2.0402200,Transit,2014,0.38000000,91.773242,,,0
Kepler-231 b,1.7263400,1.7263400,Transit,2014,0.074000000,10.065275,,,0
Kepler-231 c,1.9281200,1.9281200,Transit,2014,0.11400000,19.271566,,,0
Kepler-232 b,3.0827500,3.0827500,Transit,2014,0.054000000,4.4312220,,,0
Kepler-232 c,3.8338200,3.8338200,Transit,2014,0.10100000,11.379349,,,0
Kepler-233 b,2.4325700,2.4325700,Transit,2014,0.077000000,8.4723820,,,0
Kepler-233 c,2.7128200,2.7128200,Transit,2014,0.28700000,60.418955,,,0
Kepler-234 b,3.6993000,3.6993000,Transit,2014,0.040000000,2.7115060,,,0
Kepler-234 c,3.5087300,3.5087300,Transit,2014,0.077000000,7.2120500,,,0
Kepler-235 b,2.2307900,2.2307900,Transit,2014,0.037000000,3.3402220,,,0
Kepler-235 c,1.2779400,1.2779400,Transit,2014,0.065000000,7.8249040,,,0
Kepler-235 d,2.0514300,2.0514300,Transit,2014,0.12200000,20.060548,,,0
Kepler-235 e,2.2195800,2.2195800,Transit,2014,0.21300000,46.183669,,,0
Kepler-236 b,1.5694000,1.5694000,Transit,2014,0.065000000,8.2956110,,,0
Kepler-236 c,1.9953800,1.9953800,Transit,2014,0.13200000,23.968127,,,0
Kepler-237 b,1.4124600,1.4124600,Transit,2014,0.050000000,4.7151060,,,0
Kepler-237 c,2.0850600,2.0850600,Transit,2014,0.071000000,8.1036360,,,0
Kepler-238 b,1.7263400,1.7263400,Transit,2014,0.034000000,2.0908760,,,0
Kepler-238 c,2.3877300,2.3877300,Transit,2014,0.069000000,6.1555570,,,0
Kepler-238 d,3.0715400,3.0715400,Transit,2014,0.11500000,13.233549,,,0
Kepler-238 e,5.6050000,5.6050000,Transit,2013,,23.654000,169.72015,0.96384358,0
Kepler-238 f,1.9953800,1.9953800,Transit,2013,,50.447000,13.348776,1.6802140,0
Kepler-239 b,2.3316800,2.3316800,Transit,2014,0.095000000,11.763051,,,0
Kepler-239 c,2.5110400,2.5110400,Transit,2014,0.26800000,56.228098,,,0
Kepler-24 b,2.3989400,2.3989400,Transit,2011,0.080000000,8.1453000,508.52480,36.834432,0
Kepler-24 c,2.8025000,2.8025000,Transit,2011,0.10600000,12.333500,508.52480,23.103367,0
Kepler-24 d,1.6702900,1.6702900,Transit,2014,0.051000000,4.2443840,,,0
Kepler-24 e,2.7800800,2.7800800,Transit,2014,0.13800000,18.998355,,,0
Kepler-240 b,1.3676200,1.3676200,Transit,2014,0.048000000,4.1444950,,,0
Kepler-240 c,2.1971600,2.1971600,Transit,2014,0.074000000,7.9535280,,,0
Kepler-241 b,2.3316800,2.3316800,Transit,2014,0.094000000,12.718092,,,0
Kepler-241 c,2.5670900,2.5670900,Transit,2014,0.18900000,36.065978,,,0
Kepler-242 b,2.6119300,2.6119300,Transit,2014,0.075000000,8.2039500,,,0
Kepler-242 c,1.9953800,1.9953800,Transit,2014,0.10900000,14.496481,,,0
Kepler-243 b,2.4549900,2.4549900,Transit,2014,0.062000000,5.7154420,,,0
Kepler-243 c,1.9953800,1.9953800,Transit,2014,0.14200000,20.026218,,,0
Kepler-244 b,2.7576600,2.7576600,Transit,2014,0.050000000,4.3117920,,,0
Kepler-244 c,2.0514300,2.0514300,Transit,2014,0.087000000,9.7672920,,,0
Kepler-244 d,2.3092600,2.3092600,Transit,2014,0.14000000,20.050401,,,0
Kepler-245 b,2.5670900,2.5670900,Transit,2014,0.071000000,7.4901900,,,0
Kepler-245 c,2.1747400,2.1747400,Transit,2014,0.12400000,17.460812,,,0
Kepler-245 d,3.0267000,3.0267000,Transit,2014,0.20200000,36.277108,,,0
Kepler-245 e,1.7487600,1.7487600,Transit,2016,,3.2198211,,,0
Kepler-246 b,2.3428900,2.3428900,Transit,2014,0.052000000,4.6018200,,,0
Kepler-246 c,1.5021400,1.5021400,Transit,2014,0.095000000,11.187161,,,0
Kepler-247 b,1.6366600,1.6366600,Transit,2014,0.042000000,3.3361600,,,0
Kepler-247 c,4.0916500,4.0916500,Transit,2014,0.084000000,9.4394520,,,0
Kepler-247 d,3.9459200,3.9459200,Transit,2014,0.14000000,20.477912,,,0
Kepler-248 b,3.0154900,3.0154900,Transit,2014,0.066000000,6.3082050,,,0
Kepler-248 c,4.0692300,4.0692300,Transit,2014,0.12300000,16.239494,,,0
Kepler-249 b,1.0873700,1.0873700,Transit,2014,0.035000000,3.3065390,,,0
Kepler-249 c,1.5133500,1.5133500,Transit,2014,0.058000000,7.1137020,,,0
Kepler-249 d,1.5694000,1.5694000,Transit,2014,0.097000000,15.368459,,,0
Kepler-25 b,2.7464500,2.7464500,Transit,2011,,6.2382970,8.7402701,0.42190023,0
Kepler-25 c,5.2126500,5.2126500,Transit,2011,,12.720700,15.223961,0.10748602,0
Kepler-25 d,,10.019274,Radial Velocity,2014,,122.40000,71.829129,,0
Kepler-250 b,1.1322100,1.1322100,Transit,2014,0.048000000,4.1481410,,,0
Kepler-250 c,2.2756300,2.2756300,Transit,2014,0.069000000,7.1568040,,,0
Kepler-250 d,2.1747400,2.1747400,Transit,2014,0.12700000,17.648312,,,0
Kepler-251 b,1.3339900,1.3339900,Transit,2014,0.053000000,4.7909360,,,0
Kepler-251 c,2.7688700,2.7688700,Transit,2014,0.12200000,16.514043,,,0
Kepler-251 d,2.7688700,2.7688700,Transit,2014,0.18200000,30.133001,,,0
Kepler-251 e,2.7688700,2.7688700,Transit,2014,0.40400000,99.640161,,,0
Kepler-252 b,1.2331000,1.2331000,Transit,2014,0.058000000,6.6683910,,,0
Kepler-252 c,2.1523200,2.1523200,Transit,2014,0.080000000,10.848463,,,0
Kepler-253 b,1.6254500,1.6254500,Transit,2014,0.046000000,3.7839860,,,0
Kepler-253 c,2.6455600,2.6455600,Transit,2014,0.089000000,10.281951,,,0
Kepler-253 d,3.1724300,3.1724300,Transit,2014,0.13000000,18.119869,,,0
Kepler-254 b,3.8674500,3.8674500,Transit,2014,0.064000000,5.8266620,,,0
Kepler-254 c,2.1523200,2.1523200,Transit,2014,0.10500000,12.412183,,,0
Kepler-254 d,2.4998300,2.4998300,Transit,2014,0.13900000,18.746477,,,0
Kepler-255 b,1.5469800,1.5469800,Transit,2014,0.063000000,5.7146060,,,0
Kepler-255 c,2.9930700,2.9930700,Transit,2014,0.092000000,9.9460470,,,0
Kepler-255 d,1.3227800,1.3227800,Transit,2016,,1.0456227,,,0
Kepler-256 b,1.5918200,1.5918200,Transit,2014,0.027000000,1.6204930,,,0
Kepler-256 c,2.1523200,2.1523200,Transit,2014,0.045000000,3.3880200,,,0
Kepler-256 d,2.4774100,2.4774100,Transit,2014,0.064000000,5.8391720,,,0
Kepler-256 e,2.3541000,2.3541000,Transit,2014,0.096000000,10.681572,,,0
Kepler-257 b,2.6119300,2.6119300,Transit,2014,0.034000000,2.3826670,,,0
Kepler-257 c,5.4144300,5.4144300,Transit,2014,0.066000000,6.5814840,,,0
Kepler-257 d,4.9548200,4.9548200,Transit,2014,0.16000000,24.664551,,,0
Kepler-258 b,4.0580200,4.0580200,Transit,2014,0.10300000,13.197220,,,0
Kepler-258 c,3.6096200,3.6096200,Transit,2014,0.19300000,33.653079,,,0
Kepler-259 b,2.8025000,2.8025000,Transit,2014,0.079000000,8.1153170,,,0
Kepler-259 c,2.7016100,2.7016100,Transit,2014,0.21700000,36.924931,,,0
Kepler-26 b,2.7800800,2.7800800,Transit,2011,,12.280000,5.1202091,0.23829549,0
Kepler-26 c,2.7240300,2.7240300,Transit,2011,,17.255900,6.2008243,0.30677062,0
Kepler-26 d,1.0649500,1.0649500,Transit,2014,0.039000000,3.5439190,,,0
Kepler-26 e,2.4101500,2.4101500,Transit,2014,0.22000000,46.827915,,,0
Kepler-260 b,2.0065900,2.0065900,Transit,2014,0.075000000,8.1873990,,,0
Kepler-260 c,1.7375500,1.7375500,Transit,2014,0.33200000,76.050178,,,0
Kepler-261 b,2.1747400,2.1747400,Transit,2014,0.088000000,10.381227,,,0
Kepler-261 c,1.9953800,1.9953800,Transit,2014,0.15600000,24.570858,,,0
Kepler-262 b,1.3564100,1.3564100,Transit,2014,0.10800000,13.060855,,,0
Kepler-262 c,1.6366600,1.6366600,Transit,2014,0.15200000,21.853722,,,0
Kepler-263 b,2.6679800,2.6679800,Transit,2014,0.12000000,16.568087,,,0
Kepler-263 c,2.4662000,2.4662000,Transit,2014,0.24200000,47.332773,,,0
Kepler-264 b,3.3293700,3.3293700,Transit,2014,0.24900000,40.806231,,,0
Kepler-264 c,2.8249200,2.8249200,Transit,2014,0.56600000,140.10126,,,0
Kepler-265 b,1.8608600,1.8608600,Transit,2014,0.069000000,6.8462620,,,0
Kepler-265 c,2.6343500,2.6343500,Transit,2014,0.12700000,17.028937,,,0
Kepler-265 d,2.4886200,2.4886200,Transit,2014,0.23600000,43.130617,,,0
Kepler-265 e,2.5895100,2.5895100,Transit,2014,0.31900000,67.831024,,,0
Kepler-266 b,2.4774100,2.4774100,Transit,2014,0.071000000,6.6183300,,,0
Kepler-266 c,3.8898700,3.8898700,Transit,2014,0.45700000,107.72360,,,0
Kepler-267 b,1.9841700,1.9841700,Transit,2014,0.037000000,3.3537280,,,0
Kepler-267 c,2.1299000,2.1299000,Transit,2014,0.060000000,6.8774500,,,0
Kepler-267 d,2.2756300,2.2756300,Transit,2014,0.15400000,28.464515,,,0
Kepler-268 b,2.5446700,2.5446700,Transit,2014,0.18000000,25.934138,,,0
Kepler-268 c,3.3854200,3.3854200,Transit,2014,0.39100000,83.446393,,,0
Kepler-269 b,2.4662000,2.4662000,Transit,2014,0.061000000,5.3267180,,,0
Kepler-269 c,1.6927100,1.6927100,Transit,2014,0.081000000,8.1278990,,,0
Kepler-27 b,4.0019700,4.0019700,Transit,2011,0.11800000,15.334800,2895.4131,45.174052,0
Kepler-27 c,4.8987700,4.8987700,Transit,2011,0.19100000,31.330900,4386.0264,37.308698,0
Kepler-270 b,2.0065900,2.0065900,Transit,2014,0.10700000,11.476094,,,0
Kepler-270 c,1.7711800,1.7711800,Transit,2014,0.18000000,25.262887,,,0
Kepler-271 b,1.2331000,1.2331000,Transit,2014,,10.435478,,,0
Kepler-271 c,0.95285000,0.95285000,Transit,2014,,7.4108627,,,0
Kepler-271 d,0.66139000,0.66139000,Transit,2016,,5.2497254,,,0
Kepler-272 b,1.4348800,1.4348800,Transit,2014,0.038000000,2.9713530,,,0
Kepler-272 c,1.7936000,1.7936000,Transit,2014,0.061000000,6.0573420,,,0
Kepler-272 d,2.2532100,2.2532100,Transit,2014,0.091000000,10.937304,,,0
Kepler-273 b,1.5021400,1.5021400,Transit,2014,0.037000000,2.9365320,,,0
Kepler-273 c,1.9841700,1.9841700,Transit,2014,0.073000000,8.0149270,,,0
Kepler-274 b,1.5357700,1.5357700,Transit,2014,0.10100000,11.634788,,,0
Kepler-274 c,1.8384400,1.8384400,Transit,2014,0.20400000,33.197861,,,0
Kepler-275 b,2.3428900,2.3428900,Transit,2014,0.098000000,10.300682,,,0
Kepler-275 c,3.3854200,3.3854200,Transit,2014,0.13200000,16.088134,,,0
Kepler-275 d,3.3293700,3.3293700,Transit,2014,0.22400000,35.676062,,,0
Kepler-276 b,2.8697600,2.8697600,Transit,2014,0.11900000,14.128410,,,0
Kepler-276 c,2.9033900,2.9033900,Transit,2013,,31.884000,16.527056,0.67527297,0
Kepler-276 d,2.8025000,2.8025000,Transit,2013,,48.648000,16.209228,0.73641982,0
Kepler-277 b,2.9258100,2.9258100,Transit,2013,,17.324000,87.402701,3.4896871,0
Kepler-277 c,3.3630000,3.3630000,Transit,2013,,33.006000,64.201257,1.6879630,0
Kepler-278 b,4.0692300,4.0692300,Transit,2014,0.20700000,30.160546,,,0
Kepler-278 c,3.5872000,3.5872000,Transit,2014,0.29400000,51.078775,,,0
Kepler-279 b,3.6208300,3.6208300,Transit,2014,0.11200000,12.309681,,,0
Kepler-279 c,4.3046400,4.3046400,Transit,2013,,35.736000,49.263340,0.61760861,0
Kepler-279 d,3.1051700,3.1051700,Transit,2013,,54.414000,37.503704,1.2526162,0
Kepler-28 b,3.5984100,3.5984100,Transit,2011,0.062000000,5.9123000,479.92028,10.299999,0
Kepler-28 c,3.3966300,3.3966300,Transit,2011,0.081000000,8.9858000,432.24608,11.030275,0
Kepler-280 b,1.4460900,1.4460900,Transit,2014,0.032000000,2.1395420,,,0
Kepler-280 c,2.0065900,2.0065900,Transit,2014,0.056000000,4.8070910,,,0
Kepler-281 b,2.8249200,2.8249200,Transit,2014,0.11700000,14.646008,,,0
Kepler-281 c,5.3135400,5.3135400,Transit,2014,0.21500000,36.337373,,,0
Kepler-282 b,1.0089000,1.0089000,Transit,2014,0.082000000,9.2205240,,,0
Kepler-282 c,1.1994700,1.1994700,Transit,2014,0.10600000,13.638723,,,0
Kepler-282 d,2.4549900,2.4549900,Transit,2013,,24.806000,61.022977,4.1242426,0
Kepler-282 e,3.1051700,3.1051700,Transit,2013,,44.347000,56.255557,1.8789243,0
Kepler-283 b,2.1299000,2.1299000,Transit,2014,0.082000000,11.008151,,,0
